ticker,name,primary_exchange,date,close,stage,weeks_in_stage,price_vs_ma_pct,ma_slope_pct,ma_30,sma_20,sma_50,sma_200,volume,volume_ma_20,volume_ratio,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,XNAS,2025-10-20,15.65999984741211,1,2,-2.1673953140676594,0.22735496514934586,16.006933371225994,16.26715006828308,15.77147403717041,16.046831979751587,112397,279928,0.40152110542710984,-3.73,-0.71,-2.41
GBCI,Glacier Bancorp Inc,XNYS,2025-10-20,43.25,1,1,-2.189153805801942,0.17141494074038946,44.21800003051758,45.90349998474121,46.74720001220703,43.93119994163513,2375153,3994825,0.5945574587122089,-5.78,-7.48,-1.55
WSFS,WSFS Financial Corp,XNAS,2025-10-20,52.650001525878906,1,2,-2.2320401660828435,0.07681263222666022,53.851999791463214,55.15099983215332,54.31039993286133,47.04579988479614,486881,1553179,0.3134738494404058,-4.53,-3.06,11.91
KR,The Kroger Co.,XNYS,2025-10-20,67.5999984741211,1,8,-2.264120213237716,0.32636602379542495,69.16599985758464,69.13249969482422,66.4397998046875,53.5531498336792,10174814,34240003,0.29716159779542073,-2.22,1.75,26.23
TTEK,Tetra Tech Inc,XNAS,2025-10-20,33.959999084472656,1,4,-2.300560545843636,1.6612232278095596,34.75966625213623,35.716499710083006,35.41479984283447,33.74895043373108,3849647,9590252,0.4014124967727647,-4.92,-4.11,0.63
ETD,Ethan Allen Interiors Inc,XNYS,2025-10-20,27.549999237060547,1,2,-2.3361363952949863,0.10409386926766566,28.2089999516805,28.81999988555908,28.448599967956543,27.958350019454954,310570,1226945,0.2531246306884172,-4.41,-3.16,-1.46
MTB,M&T Bank Corp.,XNYS,2025-10-20,181.6999969482422,1,2,-2.351204379108025,0.5386915833441672,186.0750005086263,192.6625015258789,189.9182000732422,161.88290058135988,3617308,5351388,0.6759569666785514,-5.69,-4.33,12.24
CHEF,The Chef's Warehouse Inc,XNAS,2025-10-20,59.619998931884766,1,4,-2.351674154720214,0.8356751050459571,61.055833180745445,62.28424968719482,57.526100158691406,39.895524978637695,959352,2267309,0.42312362364371153,-4.28,3.64,49.44
SEIC,SEI Investments Co,XNAS,2025-10-20,82.47000122070312,1,2,-2.3696288685127125,1.093049143530553,84.47166620890299,87.03849983215332,83.20559982299805,66.57260007858277,1305775,3790237,0.34451011902421935,-5.25,-0.88,23.88
WAL,Western Alliance Bancorporation,XNYS,2025-10-20,76.25,1,2,-2.4029148869007635,0.09822692332567473,78.12733332316081,81.9435001373291,81.32920013427734,69.39750003814697,3676403,5661420,0.6493782478600775,-6.95,-6.25,9.87
