ticker,name,primary_exchange,date,close,stage,weeks_in_stage,price_vs_ma_pct,ma_slope_pct,ma_30,sma_20,sma_50,sma_200,volume,volume_ma_20,volume_ratio,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct
SPCB,"SuperCom, Ltd",XNAS,2025-10-20,10.619999885559082,2,4,13.16733394312867,5.146591842893974,9.384333372116089,10.290500068664551,8.636400060653687,28.073250809907915,111691,607241,0.18393191500573908,3.2,22.97,-62.17
UHS,"Universal Health Services, Inc. Class B",XNYS,2025-10-20,206.8000030517578,2,4,12.795488881211284,2.117649904450979,183.34066823323568,183.96950149536133,183.86780059814453,156.77030014038087,628998,3886039,0.16186095919263804,12.41,12.47,31.91
FBK,FB Financial Corporation,XNYS,2025-10-20,54.2599983215332,2,4,12.628691694156258,2.3286766112167623,48.17599983215332,50.71899967193603,49.600599975585936,40.982500019073484,659944,2043221,0.32299198177779104,6.98,9.39,32.4
EXPI,"eXp World Holdings, Inc. Common Stock",XNAS,2025-10-20,10.970000267028809,2,4,12.322737929664749,1.1391291435765407,9.76650005976359,10.343250036239624,10.452900047302245,13.862000060081481,1410151,4977189,0.2833227751648571,6.06,4.95,-20.86
BKR,Baker Hughes Company,XNAS,2025-10-20,46.75,2,4,12.277245771985113,1.0148876441963182,41.638000361124675,43.868500328063966,42.49560028076172,34.34667501449585,18158805,33364437,0.5442562990048356,6.57,10.01,36.11
NGS,"Natural Gas Services Group, Inc.",XNYS,2025-10-20,27.25,2,4,11.755136017428695,2.548610343860198,24.383666801452637,25.915500164031982,24.873600044250487,16.683700070381164,98885,291043,0.3397607913607268,5.15,9.55,63.33
MTSI,"MACOM Technology Solutions Holdings, Inc",XNAS,2025-10-20,139.41000366210938,2,4,11.334429341692873,2.978168551527232,125.2173334757487,132.1685001373291,125.775400390625,88.15274993896485,1170910,3946143,0.2967226479121512,5.48,10.84,58.15
DLX,Deluxe Corporation,XNYS,2025-10-20,18.75,2,4,10.804688144581995,2.103823101718755,16.921666685740153,17.93100004196167,18.31240005493164,20.23434998989105,353886,1603737,0.2206633631324837,4.57,2.39,-7.34
OII,Oceaneering International Inc.,XNYS,2025-10-20,23.639999389648438,2,4,10.670700356916662,1.604566490819111,21.36066665649414,22.74600009918213,22.802800064086913,19.615850033760072,1059932,3371364,0.3143926315876897,3.93,3.67,20.51
COCO,"The Vita Coco Company, Inc. Common Stock",XNAS,2025-10-20,39.83000183105469,2,4,10.50536623607213,2.972112132602491,36.043500137329104,37.53825016021729,35.84750019073486,24.000625104904174,996699,3979634,0.2504499157460209,6.11,11.11,65.95
FBRX,"Forte Biosciences, Inc. Common Stock",XNAS,2025-10-20,11.680000305175781,2,4,10.488599006876246,8.874415271379505,10.57122672398885,12.12300009727478,12.31333604812622,20.171364047527312,222316,468183,0.4748485100911396,-3.65,-5.14,-42.1
MCK,McKesson Corporation,XNYS,2025-10-20,787.2899780273438,2,4,10.297658032409785,2.1515482310076184,713.7866678873698,718.7255004882812,671.94080078125,481.8084011077881,999959,3539897,0.2824825129092739,9.54,17.17,63.4
WFC,Wells Fargo & Co.,XNYS,2025-10-20,84.76000213623047,2,4,9.931349632265688,1.814372417738272,77.10266672770182,80.43899993896484,76.03639999389648,55.14279993057251,35870584,75897115,0.4726211793425877,5.37,11.47,53.71
ADUS,Addus HomeCare Corp.,XNAS,2025-10-20,121.52999877929688,2,4,9.425364642047807,2.876780361171664,111.0620002746582,113.25650024414062,113.05039978027344,101.7164998626709,251534,739641,0.3400757935268596,7.31,7.5,19.48
SDRL,Seadrill Limited,XNYS,2025-10-20,29.850000381469727,2,4,9.037114608273576,2.502402468235731,27.375999895731606,29.929999828338623,29.984799842834473,30.833821974396706,796708,4558549,0.1747722795126256,-0.27,-0.45,-3.19
SF,Stifel Financial Corp.,XNYS,2025-10-20,112.37999725341797,2,4,8.846478321281454,1.8787803492320225,103.24633280436198,110.0854995727539,105.06859985351562,77.74109985351562,1372075,3448627,0.3978612357903595,2.08,6.96,44.56
PDS,Precision Drilling Corporation,XNYS,2025-10-20,54.810001373291016,2,4,8.708301770117064,2.654975804182476,50.41933364868164,54.115000343322755,52.98700004577637,60.37500009536743,145684,415832,0.3503434079147348,1.28,3.44,-9.22
PLUS,ePlus Inc,XNAS,2025-10-20,74.3499984741211,2,4,8.09775789306888,1.6107741762448489,68.78033358256022,71.08800010681152,70.61240013122558,64.58987497329711,255126,868529,0.2937449411591323,4.59,5.29,15.11
OGS,"ONE GAS, INC.",XNYS,2025-10-20,81.94000244140625,2,4,8.057025444044722,1.1772610788365243,75.8303332010905,75.87799987792968,74.49459991455078,74.14670001983643,516470,2110286,0.24473933864888456,7.99,9.99,10.51
RRX,Regal Rexnord Corporation,XNYS,2025-10-20,146.9199981689453,2,4,7.119160152084356,2.2852585093180435,137.15566660563152,145.80400009155272,141.8643994140625,144.01719997406005,1064541,3603269,0.29543755961600426,0.77,3.56,2.02
MAX,"MediaAlpha, Inc.",XNYS,2025-10-20,11.09000015258789,2,4,6.348293982239333,2.078506819680762,10.42800005276998,10.995499992370606,10.652200040817261,12.266950070858002,471014,2447967,0.19241027350450393,0.86,4.11,-9.59
RDCM,Radcom Ltd.,XNAS,2025-10-20,13.84000015258789,2,4,5.9521540203376695,2.0096055636995316,13.062500031789144,13.551500034332275,12.847800006866455,10.858553490638734,41453,299159,0.13856511086077972,2.13,7.72,27.46
TPG,TPG Inc. Class A Common Stock,XNAS,2025-10-20,56.72999954223633,2,4,5.223457759307082,1.9328876529997425,53.91383323669434,57.36824970245361,56.94590003967285,,2911674,8156187,0.3569896080116849,-1.11,-0.38,
SO,The Southern Company,XNYS,2025-10-20,97.0,2,4,4.9874441415351045,0.9233909173903111,92.39200057983399,93.63550071716308,89.9204002380371,77.04600015640258,9627990,23860963,0.40350383176068794,3.59,7.87,25.9
WMB,Williams Companies Inc.,XNYS,2025-10-20,62.34000015258789,2,4,4.791895480441513,1.2165176739963302,59.48933347066244,59.978000259399415,58.46699996948242,41.05489998817444,8810790,33636421,0.26194195868817316,3.94,6.62,51.85
DBX,"Dropbox, Inc. Class A",XNAS,2025-10-20,29.81999969482422,2,4,4.65299798745797,1.3486274297989365,28.49416669209798,28.6352499961853,28.667900009155275,25.201574954986572,4658012,15906941,0.29282889777487703,4.14,4.02,18.33
DTE,DTE Energy Company,XNYS,2025-10-20,142.27000427246094,2,4,4.192760328413354,0.5908223038698375,136.5449996948242,137.45249862670897,132.24979934692382,119.96764987945556,1769867,5661913,0.3125916982475711,3.5,7.58,18.59
GATX,GATX Corporation,XNYS,2025-10-20,163.02000427246094,2,4,3.2689403640101764,1.2912211265227171,157.8596659342448,162.19349975585936,158.32519989013673,126.70069988250732,659550,831425,0.793276603421836,0.51,2.97,28.67
HD,"Home Depot, Inc.",XNYS,2025-10-20,390.8999938964844,2,4,3.069767870516699,1.0318314932722032,379.2576639811198,387.54949951171875,386.3991979980469,341.52419845581056,5068037,16722558,0.30306589458383104,0.86,1.16,14.46
ZION,Zions Bancorporation N.A.,XNAS,2025-10-20,52.70000076293945,2,4,2.4680489497565548,0.9084187698562722,51.43066673278808,54.242500114440915,52.99400001525879,47.960549926757814,9794970,7978417,1.227683386315857,-2.84,-0.55,9.88
DLR,"Digital Realty Trust, Inc.",XNYS,2025-10-20,171.6300048828125,2,4,2.1145216248715166,2.0023060455536026,168.0760014851888,171.57050170898438,169.28080139160156,139.530950050354,3096663,7478218,0.4140910307776532,0.03,1.39,23.0
TSSI,"TSS, Inc. Common Stock",XNAS,2025-10-20,17.190000534057617,2,4,1.959314448052119,6.810406946339466,16.85966664950053,19.986999988555908,14.652600002288818,,3150768,13612895,0.2314546611870583,-13.99,17.32,
RNR,RenaissanceRe Holdings Ltd.,XNYS,2025-10-20,245.3000030517578,2,4,0.46430173112582435,0.7424004478132548,244.1663345336914,245.09200134277344,246.7282000732422,207.42735046386719,837556,2048215,0.40891996201570635,0.08,-0.58,18.26
NTR,Nutrien Ltd. Common Shares,XNYS,2025-10-20,56.0099983215332,2,4,-2.6155826047000987,1.6597335893612324,57.514333216349286,58.5754997253418,54.24220008850098,64.69164995193482,4814809,11369523,0.4234838172190689,-4.38,3.26,-13.42
CRML,Critical Metals Corp. Ordinary Shares,XNAS,2025-10-20,16.270000457763672,2,5,219.99214077583326,53.38629460009477,5.084500018755595,6.787750029563904,5.1521000075340275,,47836852,57173153,0.8367013097913281,139.7,215.79,
SNDK,Sandisk Corporation Common Stock,XNAS,2025-10-20,149.2899932861328,2,5,151.02708689369203,22.35877478374797,59.47166703542074,71.5615005493164,63.05279987335205,,10804001,21496921,0.5025836490723485,108.62,136.77,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",XNAS,2025-10-20,19.360000610351562,2,5,102.2425021566097,18.19079771282931,9.572666676839193,10.819000029563904,10.229400014877319,14.79207505941391,2590885,904733,2.8637012245601743,78.94,89.26,30.88
SEPN,"Septerna, Inc. Common Stock",XNAS,2025-10-20,21.309999465942383,2,5,74.86801732686335,20.569223263266707,12.186333322525025,14.468499994277954,13.803800010681153,,312715,1482341,0.21096023114789378,47.29,54.38,
REAL,"The RealReal, Inc. Common Stock",XNAS,2025-10-20,12.149999618530273,2,5,74.31433379950975,10.570287479716196,6.9701666831970215,7.697499990463257,7.169100012779236,4.085325008034706,10611529,16912375,0.627441681017598,57.84,69.48,197.41
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,XNAS,2025-10-20,12.460000038146973,2,5,67.53316607110303,33.178141792141496,7.437333353360494,8.554000043869019,6.962599992752075,2.921699667572975,504101,3239146,0.15562774879551586,45.66,78.96,326.46
MNPR,Monopar Therapeutics Inc. Common Stock,XNAS,2025-10-20,77.6500015258789,2,5,67.20860018637713,17.398668214188014,46.438999811808266,51.007499885559085,40.376599884033205,15.870219120979309,81940,252320,0.3247463538363982,52.23,92.31,389.28
BTU,Peabody Energy Corporation,XNYS,2025-10-20,28.860000610351562,2,5,64.87346365551768,15.25866411107655,17.504333305358887,19.71949996948242,17.942399883270262,22.137299976348878,8341554,24586517,0.33927351320237836,46.35,60.85,30.37
SEI,"Solaris Energy Infrastructure, Inc.",XNYS,2025-10-20,49.0099983215332,2,5,61.87917246100528,11.822859635626367,30.27566645940145,34.16399984359741,29.091599941253662,,5548354,11393585,0.48697174769837587,43.46,68.47,
